Locuteur,Echange
ch_NS3:,parce que c'est
ch_NS3:,c'est très beau puis ils ont refait
ch_NS3:,[pi:pronounce:instantaneous]
ch_NS3:,et partout le le centre est magnifique mais
ch_NS3:,c'est vrai qu'il a fallu endurer les travaux pendant euh
LD54:,et et les commerçants
LD54:,un bon moment
LD54:,et les commerçants qui ont subi
LD54:,ont rattrapé leur retard
LD54:,ils ont pu récu-
ch_NS3:,alors ça je
ch_NS3:,ça je sais pas
ch_NS3:,parce que je sais que c'était toujours marqué euh
ch_NS3:,les commerces sont ouverts
ch_NS3:,dans les travaux mais bon y avait de la
ch_NS3:,de la poussière il fallait enjamber les tranchées et cetera et
ch_NS3:,c'est vrai que avec les problèmes de parking et tout c'est
ch_NS3:,ça rebute pas mal les gens euh
ch_NS3:,je pense euh
LD54:,non les parkings bon je veux dire aujourd'hui c'est vrai que
LD54:,on parle justement du du tram-
LD54:,parce que bon c'est c'est c'est c'est justement c'est
LD54:,dans deux ans quand on fera hein
LD54:,on on ferait ça dans deux ans
LD54:,on en parlerait peut-être plus on dirait
LD54:,ça y est le tram- est fini
ch_NS3:,hm hm
LD54:,mais je pense que
LD54:,y a beaucoup de commerçants
LD54:,qui vont sou- qui qui qui en souffrent
LD54:,hein
LD54:,euh et qui vont en souffrir euh
LD54:,et qui auront des problèmes financiers euh
LD54:,parce que le tram- n'a jamais été quelque chose de bon
LD54:,en deux mille deux c'est ce que certains m'ont dit
LD54:,en deux mille deux y a eu beaucoup de commerces
LD54:,des commerces euh
LD54:,avec des reins avec des gens
LD54:,qui avaient pas les reins solides
ch_NS3:,hm hm
LD54:,qui ont eu des difficultés financières hein
LD54:,bon le tram- là vous savez que le tram- euh
LD54:,à partir du mois de juin juillet
LD54:,le tram- euh va plus passer dans la rue
ch_NS3:,ah bon ?
ch_NS3:,non je savais pas
LD54:,vous lisez pas le journal
LD54:,[rire:noise:instantaneous]
ch_NS3:,je lis pas la Rép- non
ch_NS3:,[rire:noise:instantaneous]
ch_NS3:,je suis pas au courant
ch_NS3:,[rire:noise:instantaneous]
LD54:,ça j'ai dû le voir dans la Rép- hein
LD54:,donc vous voyez dans la Rép-
LD54:,c'est les gros titres
LD54:,non non qu'iriez vous faire pendant deux mois
ch_NS3:,ah bon
LD54:,euh le gros t-
LD54:,les gros travaux qui vont se situer
LD54:,au niveau de la Place de Gaulle
ch_NS3:,hm hm
LD54:,donc ça va être l'aiguillage pour ra- relier les deux lignes
ch_NS3:,d'accord
ch_NS3:,ouais
LD54:,donc pendant deux mois euh
LD54:,tout va être fermé
LD54:,donc le tram- euh le tram- sera va s'arrêter
LD54:,au sud
LD54:,euh au pont Roya- au pont
ch_NS3:,oh là là
ch_NS3:,hm hm
LD54:,donc la ligne sera
LD54:,du pont
LD54:,euh donc le pont je s-
LD54:,c'est c'est comment la station
LD54:,attendez
ch_NS3:,euh c'est les Tourelles
ch_NS3:,non
LD54:,les Tourelles
LD54:,ça sera les Tourelles La Source
LD54:,et après vous prendrez un bus
ch_NS3:,hm hm
LD54:,qui pourra vous emmener des Tourelles
LD54:,ils doivent passer sur les quais
LD54:,ils doivent passer sur les mails
LD54:,il pourra vous emmener à La Source et
LD54:,qui qui
LD54:,qui peut vous qui vous déposera à
ch_NS3:,ah ouais
LD54:,à la gare d'Orléans
LD54:,et ce et ces bus
LD54:,de de
LD54:,poursuivront leur euh tracé
LD54:,pour aller euh jusqu'à hm
LD54:,[bb:noise:instantaneous]
ch_NS3:,jusqu'à Fleury
LD54:,jusqu'à Fleury jusqu'à
ch_NS3:,d'accord
LD54:,donc ça veut dire
ch_NS3:,hm hm
LD54:,que pendant deux mois
LD54:,juin et juillet
LD54:,je pense qu'ils ont choisi les bons mois
LD54:,hein parce que c'est vrai que c'est pas trop
LD54:,ça veut dire que ça va euh beaucoup moins bouger
ch_NS3:,hm hm
LD54:,et je pense que bon
LD54:,ça veut rien dire
LD54:,parce qu'aujourd'hui les gens qui voudront euh
LD54:,les gens qui voudront euh
LD54:,aller sur euh Place d'Arc
LD54:,ou aller rue rue de la République
LD54:,je pense qu'ils prendront pas le temps
LD54:,moi le premier
LD54:,je préférerais en plus
LD54:,c'est des beaux c'est c'est c'est
LD54:,c'est des périodes agréables juin juillet
LD54:,préfèrent euh s'arrêter
LD54:,euh là-bas
LD54:,Tourelles
LD54:,marcher sur le pont
ch_NS3:,hm hm
LD54:,[bb:noise:instantaneous] rentrer dans Orléans
LD54:,donc ça veut dire qu'on aura un passage qui sera
LD54:,voire supérieur
LD54:,que de prendre le bus euh moi je pense que
LD54:,y aura autant de monde euh
LD54:,car plus de monde sous les Arcades
ch_NS3:,hm hm
LD54:,dans les mois qui viennent
LD54:,avec euh
LD54:,avec ce tram- qui sera euh
LD54:,arrêté pendant deux mois
ch_NS3:,ouais ouais
ch_NS3:,et justement en parlant des
ch_NS3:,des travaux dans dans Orléans
ch_NS3:,qu'est-ce que vous pensez de ben de
ch_NS3:,toutes les les façades là qui ont été euh
ch_NS3:,nettoyées
ch_NS3:,euh
ch_NS3:,[pi:pronounce:instantaneous]
LD54:,ah non mais ça c'est bon
LD54:,c'est vrai qu'on est
LD54:,c'est vrai que on s'en rend pas compte
LD54:,parce que l'autre jour y a euh hm
LD54:,donc je veux dire y a une personne qui est un client
LD54:,des des des gens
LD54:,de passage les gens étaient pas
LD54:,[pi:pronounce:instantaneous]
LD54:,pas pas d'ici
LD54:,ils m'ont dit en rentrant dans la boutique
LD54:,au moins ça fait plaisir hein
LD54:,euh et ça c'est récent ça a moins d- moins de trois jours
LD54:,Orléans est une ville propre
LD54:,alors bon euh il était
LD54:,il a pu parler parce qu'y avait pas grand monde
LD54:,dans la boutique
LD54:,en plus euh
LD54:,j'ai dû l'accrocher ce monsieur bah
LD54:,il a dû m'accrocher
LD54:,j'étais en train de mettre des cartes postales
LD54:,sur le le trottoir donc j'étais donc libre
LD54:,et il m'a dit euh
LD54:,c'est une ville très très propre
LD54:,bon je l'ai regardé en disant euh oui euh c'est c'est propre
LD54:,bon
LD54:,alors euh
LD54:,je sais pas si il avait
LD54:,je sais pas si si justement
LD54:,d'avoir la rue NANON très propre très blanche
LD54:,qui lui a fait cette remarque
LD54:,est-ce qu'il a vu
LD54:,mais euh est-ce que c'est qu'il a pas trouvé de
LD54:,d'excréments de chien sur le le trottoir
LD54:,mais il était surpris
LD54:,de voir une ville propre et c'est vrai
LD54:,quand vous arrivez après
LD54:,quand il m'a dit ça
LD54:,je me suis dit en réalité il a peut-être raison
LD54:,et je me suis mis un petit peu plus loin
LD54:,et je me suis mis un peu dans la rue NANON
LD54:,et c'est vrai quand vous
LD54:,quand vous arrivez
LD54:,quand vous êtes plus dans quand vous vous dites
LD54:,j'arrive sur une ville que vous connaissez pas
LD54:,quand vous rentrez dans Orléans
LD54:,c'est vrai que quand vous regardez aux aux extérieurs
LD54:,c'est vrai que ça fait très propre
LD54:,hein c'est vrai que
ch_NS3:,hm hm
LD54:,c'est vrai que c'est très propre hein
LD54:,bon les parterres sont très bien faits ça veut dire
LD54:,non non aujourd'hui euh
LD54:,Orléans est une ville agréable hein ça veut dire que
LD54:,même euh les les
LD54:,dans le journal justement il parle
LD54:,justement qu'ils vont améliorer les accès
LD54:,Orléans sud
LD54:,comme ils ont fait sur Orléans nord
LD54:,dans la Rép- ils en parlaient
LD54:,donc vous savez qu'Orléans nord
LD54:,[rire en fond:noise:instantaneous]
LD54:,a été aménagé
LD54:,ça a été un problème depuis longtemps
LD54:,moi ça me ça me dérangeait pas
LD54:,ça avait été les les élus l'avaient proposé
LD54:,depuis très longtemps
LD54:,de donner un petit peu plus d'envie
LD54:,d'entrer dans leur
LD54:,quand vous arrivez de la
LD54:,quand vous arrivez de Carrefour vous avez vu
LD54:,donc il ont fait des euh
LD54:,quand vous passez devant Car- après Carrefour
LD54:,sur la vingt
LD54:,c'est vrai que la vingt
LD54:,elle s'est rétrécie donc on passe sur une voie donc
LD54:,et c'est beaucoup plus avec des bacs à fleurs
LD54:,c'est vrai que quand vous rentrez dans Orléans nord
LD54:,par la vingt euh c'est plus agréable qu'auparavant hein
ch_NS3:,hm hm
LD54:,et je pense qu'ils vont le vi- ils
LD54:,d'après le d'après le journal
LD54:,ils doivent faire la même démarche sur Orléans sud
LD54:,pour rendre euh
LD54:,l'environnement
LD54:,l'en- l'en- l'entrée d'Orléans un peu plus agréable
ch_NS3:,d'accord hm hm
ch_NS3:,oui donc oui euh beaucoup de
ch_NS3:,comme moi de
ch_NS3:,je le vois depuis que je suis arrivée c'est vrai que
ch_NS3:,la Place de la République a été euh
ch_NS3:,bien rénovée aussi nettoyée y a eu beaucoup de
LD54:,hm non mais euh
ch_NS3:,les façades de rénovées
ch_NS3:,de rue Bourgogne aussi oui
ch_NS3:,[tx:noise:instantaneous]
LD54:,la rue Bourgogne les les rues Bourgogne toutes ces r- non toutes ces
LD54:,[pi:pronounce:instantaneous]
ch_NS3:,non non aujourd'hui euh
LD54:,hm hm
LD54:,quand euh j'ai des clients
LD54:,qui viennent nous voir ou des touristes qui passent
LD54:,et qui me disent qu'est-ce qu'on peut visiter
LD54:,ah je leur dit bon vous avez le choix
LD54:,rue NANON bon euh la rue principale
LD54:,après vous avez les allées
LD54:,vous avez le côté de la même euh même ce qui a été fait
LD54:,en bordure de la Loire ça veut dire les quais de Loire
LD54:,qui ont été aménagés
ch_NS3:,hm hm
LD54:,bon c'est vrai que le soir quand on part
LD54:,à vingt heures
LD54:,y a bon les bo-
LD54:,l- y a de plus en plus de monde
LD54:,y avait pas ce mo- ce monde
LD54:,y a y a t- y a
LD54:,y a trois ans ça veut dire bon y a pas
LD54:,y a pas foule hein
LD54:,y a pas foule non plus y a
LD54:,pas de guinguette non plus hein y a pas de guinguette
LD54:,c'est ça qu'il faudrait euh comme euh
LD54:,dans la Marne
LD54:,où les gens dansent le soir
ch_NS3:,hm hm
LD54:,c'est vrai qu'y a pas ça encore hein
LD54:,mais on voit quand même qu'y a un petit plus
LD54:,de de de
LD54:,de de va-et-vient
LD54:,sur les quais de Loire le dimanche
LD54:,on est venu quelque fois le dimanche
LD54:,dans Orléans quand même hein
LD54:,c'est vrai que ça bouge un petit peu plus le dimanche
LD54:,par rapport à une période où Orléans était mort
LD54:,c'est vrai
LD54:,après quand les clients euh
LD54:,quand ils nous demandent euh
LD54:,qu'est-ce qu'y a à voir on leur dit
LD54:,vous avez à droite là là
LD54:,vous faites les quais la rue Royale après vous avez
LD54:,rue de Bourgogne euh le toutes les places c'est vrai que euh
LD54:,et les gens euh je pense qu'ils en sont satisfaits hein
ch_NS3:,hm hm
ch_NS3:,est-ce que vous connaissez Tours ?
ch_NS3:,euh enfin parce qu'en comparaison avec Orléans
ch_NS3:,c'est vrai que beaucoup de
ch_NS3:,souvent les étudiants disent que Orléans c'est
ch_NS3:,c'est assez triste c'est assez mort et que Tours
ch_NS3:,ça bouge beaucoup plus euh
LD54:,oui
ch_NS3:,donc je sais pas si vous avez la
ch_NS3:,si vous avez la même perception euh
LD54:,oui
LD54:,mais à Tours la différence par rapport à Orléans c'est quoi
ch_NS3:,c'est que l'université est en centre-ville
LD54:,bon euh
LD54:,[rire:noise:instantaneous]
LD54:,pourquoi vous voulez me le faire dire ?
LD54:,[rire en fond:noise:instantaneous]
LD54:,c'est ça la différence hein
ch_NS3:,hm hm
LD54:,mais bon
LD54:,euh on va pas revenir en arrière
LD54:,sur le on on va pas déplacer encore
LD54:,que y tout est possible
LD54:,euh c'est vrai que la faculté serait plus proche d'Orléans
LD54:,euh j'ai pas connu l'évolution y a tr-
LD54:,je crois
LD54:,[ce frois:pronounce:instantaneous] que ça fait tren- trente ans
LD54:,[pi:pronounce:instantaneous]
LD54:,trente ans que la fac- doit être sur Orlé-
LD54:,sur La Source
LD54:,à peu près
ch_NS3:,euh oui trente ou quarante enfin
ch_NS3:,[pi:pronounce:instantaneous]
ch_NS3:,ça devait être les années soixante
ch_NS3:,euh
LD54:,soixante-dix oui
ch_NS3:,ouais ou milieu soixante
LD54:,mais peut-être dans les années soixante-dix euh
LD54:,y avait certainement de l'emplacement
LD54:,de la place
LD54:,pour mettre la fac-
LD54:,plus proche d'Orléans
LD54:,pour quelles raisons
LD54:,allons savoir
ch_NS3:,hm hm
LD54:,mais c'est vrai que la fac- serait plus proche d'Orléans euh
LD54:,ça vivrait plus
LD54:,bon c'est vrai qu'on
LD54:,[i:noise:instantaneous]
LD54:,bon y a le tram- aujourd'hui
LD54:,qui peut véhiculer plus les étudiants
LD54:,mais bon j'ai quelques enfants de euh
LD54:,de copains qui sont à la fac- euh à La Source
LD54:,d'Orléans
LD54:,mais c'est pas le tram- qui va véhiculer les gens de la fac-
LD54:,hein ils ont tous leur voiture hein
LD54:,s'ils veulent venir faire un tour à Orléans
LD54:,hein
LD54:,au cinéma
LD54:,ils viennent en voiture
ch_NS3:,hm hm
LD54:,mais c'est vrai que euh
LD54:,on sent quand même juin
LD54:,en juin euh vous allez rue de Bourgogne en juin
LD54:,hein c'est quand même euh le soir jusqu'à dix onze heures du soir
LD54:,vous voyez quand même que tous les étudiants de la fac-
LD54:,ils ont fini leurs partiels
LD54:,euh hein euh en partir de f-
ch_NS3:,ouais ouais
LD54:,euh juin
LD54:,juin on voit quand même que euh juin juillet
LD54:,surtout juin
LD54:,on voit que la rue de Bourgogne euh
LD54:,est très vivante
LD54:,avec beaucoup de jeunes
LD54:,hein et c'est des jeunes
LD54:,qu'on voit pas dans l'année
LD54:,et ils viennent de La Source hein
ch_NS3:,hm hm
ch_NS3:,ouais ouais
ch_NS3:,et alors on a parlé de d'Orléans et Tours et
ch_NS3:,Orléans par rapport à Paris est-ce que vous pensez
ch_NS3:,que c'est euh
ch_NS3:,un avantage ou un inconvénient d'être euh situé aussi près de
ch_NS3:,de Paris que ça ?
LD54:,oh non il faut une pub- en ce moment à la radio
ch_NS3:,ah bon ?
LD54:,vous êtes à une heure de Paris
LD54:,hein
ch_NS3:,hm hm
LD54:,Orléans
LD54:,une heure de Paris
LD54:,qu'est-ce qu'ils disent attendez
LD54:,c'est je l'ai entendu p-
LD54:,je l'ai entendu passer deux ou trois fois euh
LD54:,région Centre Orléans
LD54:,une heure de Paris
LD54:,univers de vivre euh
LD54:,la nature euh
LD54:,bon
LD54:,et c'est vrai que aujourd'hui euh
LD54:,faut mieux habiter Orléans que Paris hein
ch_NS3:,niveau qualité de
ch_NS3:,vie euh hm hm
LD54:,bien sûr aujourd'hui euh
LD54:,et je crois même euh
LD54:,j'ai a- j'ai travaillé à Paris
LD54:,donc c'est vrai Paris
ch_NS3:,hm hm
LD54:,Paris b- ben y a
LD54:,Paris et Paris
LD54:,parce que le vrai parisien
LD54:,je serais moi j'ai habité Paris rue rue Vaugirard
LD54:,donc c'était vraiment
LD54:,euh près de Saint-Michel donc
ch_NS3:,hm hm
LD54:,j'ai connu Paris j'étais jeune
LD54:,j'ai connu Paris
LD54:,avec une animation parisienne
LD54:,mais quand vous habitez Paris dans des quartiers
LD54:,des quartiers euh dortoirs euh
LD54:,dans le douzième par exemple je je je
LD54:,j'ai quelques quartiers de Paris que je connais très bien
LD54:,des quartiers dortoirs
LD54:,où le soir euh vous rentrez euh
LD54:,chez vous dans votre appartement
LD54:,c'est moins vivant que c'est moins vivant que
LD54:,qu'Orléans euh c'est c'est pas plus vivant qu'Orléans
ch_NS3:,hm hm
LD54:,tout au moins hein
ch_NS3:,ouais
ch_NS3:,hm hm
LD54:,mais y a des quartiers à Paris qui sont très vivants
LD54:,c'est vrai
ch_NS3:,oui c'est vrai que
ch_NS3:,à Orléans on a la
ch_NS3:,la qualité de vie et si on veut aller voir une exposition
ch_NS3:,on est pas si loin que ça on prend le train et
LD54:,mais bien sûr on est à une heure de Paris
LD54:,aujourd'hui celui qui dit on est loin de non aujourd'hui
ch_NS3:,ouais ouais
LD54:,non non mais euh justement j'ai euh
LD54:,j'ai mon petit neveu j'ai comment euh
LD54:,j'ai mon comment
LD54:,mon filleul qui a trente ans
LD54:,qui est venu nous voir au huit mai
LD54:,on l'avait invité on avait ouvert la boutique
LD54:,et il est parisien il est normand parisien
LD54:,et il est venu euh c'est s-
LD54:,c'est du huit mai donc il est venu donc de de Paris
LD54:,il travaille dans dans une association
LD54:,donc euh il est ingénieur bon
LD54:,et
LD54:,pour dire que
LD54:,i- i-
LD54:,il a été surpris
LD54:,parce que lui quand il va chez ses parents
LD54:,il il se déplace encore en train bon
LD54:,parce que à Paris à Paris
LD54:,maintenant quand on est à
LD54:,quand on est à Paris
LD54:,bon la voiture on on on en a plus hein
ch_NS3:,hm hm
LD54:,et il était surpris de voir
LD54:,moins d'une heure de temps
LD54:,pour venir à Orléans
LD54:,et son amie
LD54:,m'a dit euh
LD54:,ça serait bien d'habiter à Orléans
LD54:,tu as vu
LD54:,moins d'une heure
LD54:,en plus ils ont visité donc ils sont venus ici
LD54:,ils sont retournés chez nous
LD54:,donc à dix minutes d'ici
LD54:,donc ils ont passé le week-end avec nous
LD54:,ils ont vu la campagne
LD54:,hein
LD54:,et son amie lui a dit mais tu as vu euh
LD54:,une heure de une heure de Paris
LD54:,c'est ce que je mets apparemment
LD54:,apparemment elle se déplace euh
LD54:,je pense que
LD54:,elle est
LD54:,è-
LD54:,elle doit se déplacer je pense que du
LD54:,ils doivent prendre tous les jours du métro
LD54:,ils doivent se faire une heure de transport tous les jours
LD54:,euh du nord au sud donc
ch_NS3:,hm hm
LD54:,et elle est surprise de voir euh donc
LD54:,pour dire
LD54:,une personne de l'extérieur
LD54:,des des des
LD54:,des gens de Paris
LD54:,hein
LD54:,lui normand
ch_NS3:,hm hm
LD54:,lui normand mais d'origine
LD54:,mais bon des des gens de Paris
LD54:,ils ont dit mais Orléans c'est à côté hein
LD54:,donc ça veut dire que euh
LD54:,c'est vrai qu'il faut il faut
LD54:,il faut lancer il faut demander
LD54:,que les gens viennent habiter Orléans hein
ch_NS3:,hm hm
ch_NS3:,ouais c'est vrai qu'on a l'impression que c'est
ch_NS3:,ça fait beaucoup de trajet
ch_NS3:,mais y a beaucoup de gens qui travaillent
ch_NS3:,qui habitent dans le nord de Paris
ch_NS3:,qui travaillent dans le sud
ch_NS3:,ou l'inverse ou et puis en fait euh
ch_NS3:,ils ont pas les avantages de la campagne
ch_NS3:,ils sont en banlieue ils sont loin de Paris
ch_NS3:,ils mettent autant de temps pour euh
ch_NS3:,aller travailler
LD54:,oui peut-être un jour y aura un TGV
LD54:,qui pourra desservir Paris Orléans
LD54:,en trente minutes
LD54:,allons savoir
ch_NS3:,peut-être un jour ouais
ch_NS3:,[rire:noise:instantaneous]
LD54:,hein
ch_NS3:,hm hm
LD54:,quand vous voyez qu'y a des gens qui font Le Mans Paris
LD54:,en TGV ils mettent une heure je crois
ch_NS3:,ah ouais
ch_NS3:,hm hm
LD54:,non Le Mans p- Le M- non c'est pas Tours non non
LD54:,non c'est Le Mans Paris
LD54:,en une heure cinq je crois
LD54:,hein
LD54:,et y a des gens qui font la même chose euh
LD54:,euh comme g- les gens d'Orléans
LD54:,ils vont euh ils vont tous les soirs euh coucher au Mans
LD54:,hein
ch_NS3:,ouais ouais
ch_NS3:,hm hm
ch_NS3:,mais on a parlé de vos loisirs
ch_NS3:,mais on a pas parlé des vacances alors
ch_NS3:,est-ce que vous arrivez à fermer la boutique euh
LD54:,oui quand même oui oui oui oui oui
ch_NS3:,un certain moment pour reprendre euh
ch_NS3:,des vacances
LD54:,bon
LD54:,euh on a quand même visité avant d'être commerçants
LD54:,pratiquement tout le monde entier oui hein
ch_NS3:,d'accord
LD54:,on a quand même beaucoup visité n'ayant pas d'enfants
ch_NS3:,hm hm
LD54:,on avait quand même un avantage c'est
LD54:,qu'on pouvait partir euh
LD54:,rég-
ch_NS3:,ben quand vous vouliez
LD54:,quand vous
LD54:,on partait
LD54:,euh non on partait pas quand on voulait
LD54:,on partait
LD54:,de nous-mêmes
LD54:,à des périodes euh
LD54:,où y avait pas de scolaire
LD54:,et on partait
LD54:,souvent avec des amis
LD54:,n'ayant pas d'enfants et j'ai quand même beaucoup de
LD54:,de neveux
LD54:,et beaucoup de d'amis et copains
LD54:,et donc euh on avait quand même
LD54:,des enfants entre guillemets
LD54:,donc on partait aussi
LD54:,on partait aussi en congés scolaires en vacances scolaires
LD54:,hein
ch_NS3:,hm hm
LD54:,donc on faisait scolaire
LD54:,et
LD54:,non scolaire euh sachant qu'on avait quand même euh
LD54:,comme tout salarié
LD54:,les vacances de printemps
LD54:,et des vacances d'été et les vacances d'hiver hein
LD54:,donc là euh on est toujours euh
LD54:,on est toujours euh
LD54:,on aime beaucoup le les voyages
LD54:,donc euh ça sera euh
LD54:,quinze jours de fermeture obligatoire au mois d'août
LD54:,hein
LD54:,et ce sera une semaine euh
LD54:,de fermeture euh en février mars
LD54:,où on part euh
ch_NS3:,hm hm
LD54:,l'an dernier on devait partir euh au Mexique
LD54:,en février
LD54:,bon j'ai eu une intervention chirurgicale
LD54:,donc euh une semaine avant
LD54:,donc ça a un peu ça a été
LD54:,c'est tombé à l'eau
LD54:,mais on part quand même euh
LD54:,aujourd'hui on a quand même euh
LD54:,faut quand même euh se
LD54:,satisfaire hein hein
LD54:,et on essaye de faire des grands trajets
LD54:,aussi bien euh l'hiver
LD54:,hein donc
LD54:,ça a été le Mexique
ch_NS3:,hm hm
LD54:,qui ne s'est pas fait mais c'était planifié
LD54:,l'année auparavant en étant commerçant
LD54:,c'était euh
LD54:,on a fait le Vietnam
LD54:,donc on f- on se fait quand même une semaine de va-
LD54:,dix jours de vacances euh en février mars
LD54:,où c'est relativement calme
ch_NS3:,hm hm
LD54:,et les quinze jours d'été euh
LD54:,soit c'est c'est souvent malheureusement
LD54:,parce que malheureusement euh
LD54:,pour moi c'est malheureusement
LD54:,parce que je voudrais aller ailleurs
LD54:,qu'en qu'à Djerba
LD54:,c'est parce que mon épouse c'est une Djerba
LD54:,donc malheureusement
LD54:,ça risque d'être Djerba cette année
ch_NS3:,hm hm
LD54:,ou éventuellement euh le Maroc
LD54:,hein
LD54:,mais plus euh
LD54:,plus maintenant
LD54:,en
LD54:,plus maintenant en en club
LD54:,oui en quelque chose
LD54:,où on a euh p-
LD54:,une semaine de décompre- on décompresse une semaine
LD54:,ou la semaine suivante
LD54:,euh on fera peut-être des réceptions à la maison
LD54:,un peu de cuisine parce que j'ai-
LD54:,j'ai- j'aime bien cuisiner
LD54:,ça veut dire que j'aime bien euh hm
LD54:,[bb:noise:instantaneous]
LD54:,me faire plaisir et faire plaisir aux gens
LD54:,mais y a une semaine
LD54:,où ce sera carrément le le repos complet hein
ch_NS3:,hm hm
LD54:,donc c'est planifié
LD54:,[pranifié:pronounce:instantaneous] euh au mois d'août
LD54:,sachant que
LD54:,la rue NANON au mois d'août euh
LD54:,les quinze premiers jours d'août euh Orléans
LD54:,euh c'est des villes euh
LD54:,qui se vident
LD54:,donc c'est pas la peine de travailler
ch_NS3:,hm hm
ch_NS3:,d'accord
ch_NS3:,[tx:noise:instantaneous]
ch_NS3:,et alors en étant commerçant
ch_NS3:,je sais pas si vous êtes euh
ch_NS3:,au courant enfin euh
ch_NS3:,comme ça fait pas
ch_NS3:,si longtemps que ça que vous êtes dans le métier
ch_NS3:,je sais pas si je vous pose la
ch_NS3:,une question sur la rumeur d'Orléans
ch_NS3:,est-ce que
ch_NS3:,vous
ch_NS3:,euh
LD54:,oui les rumeurs d'Orléans
ch_NS3:,oui est-ce
ch_NS3:,que les
ch_NS3:,les autres commerçants
ch_NS3:,vous en ont parlé ou est-ce que vous étiez au courant ou
LD54:,les rumeurs d'Orléans euh y a i- i- i-
LD54:,il est sorti un petit bouquin
LD54:,là dernièrement là
LD54:,y hein oui oui
LD54:,je sais pas quel journal qui l'a aidé
LD54:,c'est l'Express
LD54:,y a un journal qui a
LD54:,euh moins d'un an
ch_NS3:,hm hm
LD54:,euh y a un journal
LD54:,qui euh bon prenons une revue
LD54:,qui en a fait état
LD54:,ça veut dire je connaissais pas trop l'histoire
LD54:,et je l'ai revue
LD54:,soit c'est sur Le Point
LD54:,l'Express c'est des revues comme ça
LD54:,donc euh tous les mois
LD54:,tous les ans
LD54:,et vous avez dans cette revue une vingtaine de pages
LD54:,qui sont par ville
LD54:,y a y a Tours y a Orléans
LD54:,et ça a été je crois le le dernier
LD54:,y a moins d'un an
LD54:,c'était euh une revue
LD54:,s- style Express
ch_NS3:,hm hm
LD54:,et y avait des rumeurs d'Orléans
LD54:,et c'est vrai
LD54:,que quand vous connaissez pas les rumeurs d'Orléans
LD54:,vous les lisez et c'est vrai que euh
LD54:,et je me souviens très bien quand j'étais gamin
LD54:,c'était dans c'était dans
LD54:,dans les dans
LD54:,dans dans les a-
LD54:,dans les années soixante-dix je crois
LD54:,soixante-cinq soixante-dix
ch_NS3:,ouais hm hm
LD54:,et c'est vrai que je me souvenais
LD54:,avant d'avoir relu ces hm
LD54:,ces textes
LD54:,qui ont été réédités là
LD54:,je me souviens que euh
LD54:,quand j'étais gamin j'avais douze quinze ans
LD54:,et mes parents me disaient
LD54:,pour autant mes parents
LD54:,sont quand même à trente kilomètres d'ici
LD54:,mais ça avait dû être déjà évoqué dans les journaux locaux
ch_NS3:,hm hm
LD54:,euh
LD54:,on allait
LD54:,y a des gens qui av- avaient été ça c'est c'est
LD54:,ça c'est je je me parle de de ce
LD54:,qu'on m'avait
LD54:,de de s-
LD54:,de s- pardon
LD54:,de ce que je me se souviens
ch_NS3:,hm hm
LD54:,on rentrait dans des magasins d'habillement
LD54:,on en ressortait pas
ch_NS3:,voilà ouais
LD54:,hein
ch_NS3:,hm hm
LD54:,derrière y avait
LD54:,et c'était après ça a été un petit peu brodé
LD54:,par les gens
LD54:,et je me souviens ça c'est bon
LD54:,et ils en reparlent
LD54:,justement dans dans cette revue de l'Express
LD54:,ils en reparlaient c'était dit comme ça
LD54:,dans les magasins
LD54:,de d'habillement on rentrait y avait un rideau derrière
LD54:,et hop on d- on disparaissait et y a eu
LD54:,une quinzaine de personnes
LD54:,qui ont disparu et ça a jamais été prouvé hein
ch_NS3:,hm hm
ch_NS3:,ouais ouais
ch_NS3:,et c'était quel
ch_NS3:,quel type de de magasin euh ?
ch_NS3:,c'était hm
LD54:,euh de mémoire euh c'était euh je crois
LD54:,ça euh je sais pas si c'est ma mémoire qui flanche
LD54:,c'était pas NANON un un magasin comme ça
ch_NS3:,euh qui vendait quoi euh
LD54:,des fringues
ch_NS3:,oui oui oui des des magasins de
LD54:,hein
ch_NS3:,de vêtements de
LD54:,c'était je pense que c'était un magasin
LD54:,qui s'appelait NANON
LD54:,qui était situé
LD54:,dans la rue Royale
ch_NS3:,hm hm
LD54:,mais ils
LD54:,ils en parlaient d'autres je crois dans c-
LD54:,dans la revue de l'Express
LD54:,y en avait d'autres ils parlaient aussi d'un chausseur
ch_NS3:,d'accord
LD54:,hein ils parlaient d'un chausseur
LD54:,y avait un chausseur et magasin d'ha- d'habillement
LD54:,bon
ch_NS3:,hm hm
LD54:,mais bon je l'ai survolé
LD54:,hein mais bon c'était pas ma partie euh c'était pas mon
LD54:,mon besoin de
LD54:,parce que c'était vraiment des histoires
LD54:,parce que ça a été évoqué aussi vous vous
LD54:,vous connaissez cette histoire vous ?
ch_NS3:,oui ben moi f- enfin
ch_NS3:,je l'ai apprise en en arrivant et c'est le
LD54:,ah non ça peut- être évo- non non
LD54:,aujourd'hui je pense pas qu'une personne
LD54:,qui arrive de l'extérieur d'Orléans
LD54:,soit le point crucial
LD54:,pour en parler hein bon ça a été évoqué
LD54:,là dans le dans l'Express c'était un rappel
LD54:,mais depuis trois ans que je
LD54:,que j'étais commerçant
LD54:,ça m'avait jamais été évoqué
LD54:,par euh par aucun client
LD54:,hein hein
ch_NS3:,hm hm
